,Year,AUSTRIA,BELGIUM,BULGARIA,CROATIA,CYPRUS,CZECHIA,DENMARK,ESTONIA,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,LATVIA,LITHUANIA,LUXEMBOURG,MALTA,NETHERLANDS,POLAND,PORTUGAL,ROMANIA,SLOVAKIA,SLOVENIA,SPAIN,SWEDEN,UK,CHINA,EASOC,INDIA,LATAM,RUSSIA,USMCA,LROW
0, 1950 , 0.79 , 0.79 ,0,0, 0.79 ,0, 0.79 , 0.62 , 0.79 , 0.79 , 0.79 , 0.79 ,0, 0.79 , 0.79 , 0.62 , 0.62 , 0.79 , 0.79 , 0.79 ,0, 0.79 ,0,0,0, 0.79 , 0.79 , 0.79 , 0.43 , 0.35 , 0.34 , 0.33 , 0.62 , 0.57 , 0.28 
1, 1960 , 0.84 , 0.84 ,0,0, 0.84 ,0, 0.84 , 0.74 , 0.84 , 0.84 , 0.84 , 0.84 ,0, 0.84 , 0.84 , 0.74 , 0.74 , 0.84 , 0.84 , 0.84 ,0, 0.84 ,0,0,0, 0.84 , 0.84 , 0.84 , 0.51 , 0.43 , 0.42 , 0.43 , 0.74 , 0.67 , 0.34 
2, 1970 , 0.91 , 0.91 ,0,0, 0.91 ,0, 0.91 , 0.83 , 0.91 , 0.91 , 0.91 , 0.91 ,0, 0.91 , 0.91 , 0.83 , 0.83 , 0.91 , 0.91 , 0.91 ,0, 0.91 ,0,0,0, 0.91 , 0.91 , 0.91 , 0.65 , 0.55 , 0.53 , 0.56 , 0.83 , 0.75 , 0.44 
3, 1980 , 0.94 , 0.94 ,0,0, 0.94 ,0, 0.94 , 0.91 , 0.94 , 0.94 , 0.94 , 0.94 ,0, 0.94 , 0.94 , 0.91 , 0.91 , 0.94 , 0.94 , 0.94 ,0, 0.94 ,0,0,0, 0.94 , 0.94 , 0.94 , 0.78 , 0.69 , 0.67 , 0.70 , 0.91 , 0.83 , 0.58 
4, 1990 , 0.97 , 0.97 ,0,0, 0.97 ,0, 0.97 , 0.99 , 0.97 , 0.97 , 0.97 , 0.97 ,0, 0.97 , 0.97 , 0.99 , 0.99 , 0.97 , 0.97 , 0.97 ,0, 0.97 ,0,0,0, 0.97 , 0.97 , 0.97 , 0.90 , 0.85 , 0.83 , 0.85 , 0.99 , 0.91 , 0.77 
5, 2000 , 1.00 , 1.00 ,0,0, 1.00 ,0, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 ,0, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 ,0, 1.00 ,0,0,0, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 
6, 2010 , 1.01 , 1.01 ,0,0, 1.01 ,0, 1.01 , 1.00 , 1.01 , 1.01 , 1.01 , 1.01 ,0, 1.01 , 1.01 , 1.00 , 1.00 , 1.01 , 1.01 , 1.01 ,0, 1.01 ,0,0,0, 1.01 , 1.01 , 1.01 , 1.09 , 1.15 , 1.16 , 1.13 , 1.00 , 1.06 , 1.27 
7, 2020 , 1.02 , 1.02 ,0,0, 1.02 ,0, 1.02 , 1.01 , 1.02 , 1.02 , 1.02 , 1.02 ,0, 1.02 , 1.02 , 1.01 , 1.01 , 1.02 , 1.02 , 1.02 ,0, 1.02 ,0,0,0, 1.02 , 1.02 , 1.02 , 1.16 , 1.29 , 1.30 , 1.24 , 1.01 , 1.07 , 1.55 
8, 2030 , 1.03 , 1.03 ,0,0, 1.03 ,0, 1.03 , 1.01 , 1.03 , 1.03 , 1.03 , 1.03 ,0, 1.03 , 1.03 , 1.01 , 1.01 , 1.03 , 1.03 , 1.03 ,0, 1.03 ,0,0,0, 1.03 , 1.03 , 1.03 , 1.20 , 1.41 , 1.42 , 1.32 , 1.01 , 1.08 , 1.80 
9, 2040 , 1.03 , 1.03 ,0,0, 1.03 ,0, 1.03 , 1.01 , 1.03 , 1.03 , 1.03 , 1.03 ,0, 1.03 , 1.03 , 1.01 , 1.01 , 1.03 , 1.03 , 1.03 ,0, 1.03 ,0,0,0, 1.03 , 1.03 , 1.03 , 1.24 , 1.51 , 1.53 , 1.39 , 1.01 , 1.08 , 2.01 
